id,model,connectance_mod,complexity_mod,distance_mod,basal_mod,top_mod,S1_mod,S2_mod,S4_mod,S5_mod
1235,hierarchy,0.06720233747260775,0.9473008711092122,1.0,3.0,2.0,148.0,6.0,79.0,74.0
1235,maxent,0.0679327976625274,0.9255196831968678,3.0,24.0,1.0,35.0,45.0,28.0,264.0
12,random,0.016686151557019874,0.9709208563389575,2.0,19.0,15.0,208.0,2.0,108.0,102.0
12,niche,0.017227425135853857,0.9576007581851113,2.0,32.0,32.0,104.0,8.0,189.0,305.0
12,cascade,0.013739612188365651,0.9725843031528904,5.0,30.0,26.0,111.0,0.0,87.0,91.0
12,hierarchy,0.0142,0.9751811927087315,1.0,18.0,21.0,147.0,0.0,92.0,73.0
12,maxent,0.014704440741103813,0.9272539361252845,2.0,26.0,75.0,0.0,0.0,1523.0,154.0
13,random,0.0355998576005696,0.9570907445892074,3.0,7.0,8.0,138.0,10.0,72.0,66.0
13,niche,0.03844675124951941,0.9391311047810855,3.0,20.0,7.0,86.0,10.0,89.0,149.0
13,cascade,0.03037293348712034,0.9581676670103564,4.0,15.0,14.0,74.0,0.0,73.0,82.0
13,hierarchy,0.030521262002743483,0.9710707402652479,2.0,7.0,6.0,81.0,0.0,48.0,42.0
13,maxent,0.03155006858710562,0.9396287013383452,2.0,15.0,39.0,0.0,0.0,401.0,153.0
18,random,0.04585798816568047,0.9745270316311888,2.0,9.0,4.0,29.0,2.0,10.0,18.0
18,niche,0.05029585798816568,0.9576802937479769,2.0,13.0,4.0,11.0,3.0,8.0,23.0
18,cascade,0.05112960760998811,0.9524598368819511,3.0,8.0,10.0,37.0,5.0,35.0,41.0
18,hierarchy,0.04518430439952437,0.9669170627513664,1.0,2.0,10.0,32.0,1.0,37.0,10.0
18,maxent,0.04518430439952437,0.9366732968043877,2.0,11.0,18.0,0.0,0.0,79.0,47.0
3259,random,0.1525,0.9192783210641947,1.0,0.0,2.0,5.0,1.0,4.0,0.0
3259,niche,0.105,0.9209326273597723,2.0,6.0,2.0,40.0,12.0,17.0,39.0
3259,cascade,0.1075,0.9222372215840432,3.0,5.0,6.0,40.0,16.0,48.0,42.0
3259,hierarchy,0.1525,0.9258106534528158,1.0,1.0,1.0,85.0,18.0,51.0,44.0
3259,maxent,0.15,0.9133081403274563,2.0,3.0,6.0,36.0,24.0,108.0,88.0
908,random,0.04045211183819155,0.9619028865066286,2.0,4.0,10.0,98.0,6.0,48.0,37.0
908,niche,0.0326530612244898,0.9640489148392474,2.0,16.0,7.0,16.0,0.0,15.0,39.0
908,cascade,0.034375,0.9596312699632433,4.0,11.0,14.0,40.0,2.0,42.0,41.0
908,hierarchy,0.03407247160627366,0.9692023755242694,1.0,2.0,8.0,73.0,2.0,40.0,23.0
908,maxent,0.03407247160627366,0.9253881260609819,2.0,17.0,26.0,0.0,0.0,188.0,101.0
23,random,0.05612244897959184,0.9859737913716214,3.0,5.0,4.0,7.0,0.0,1.0,3.0
23,niche,0.058823529411764705,0.9428450532907842,2.0,8.0,8.0,0.0,2.0,8.0,11.0
23,cascade,0.07716049382716049,0.951703639292722,3.0,3.0,5.0,23.0,3.0,19.0,11.0
23,hierarchy,0.05263157894736842,0.9799194038650207,2.0,4.0,6.0,10.0,0.0,9.0,3.0
23,maxent,0.055401662049861494,0.9376719230737512,2.0,8.0,11.0,0.0,0.0,31.0,15.0
909,random,0.020199916701374426,0.9633539436955674,2.0,11.0,11.0,351.0,4.0,162.0,150.0
909,niche,0.01944946327983845,0.9474474404245683,2.0,38.0,9.0,155.0,19.0,124.0,315.0
909,cascade,0.019887546855476886,0.9602794558968407,4.0,25.0,23.0,219.0,6.0,221.0,237.0
909,hierarchy,0.0191,0.9649191144914545,1.0,13.0,13.0,308.0,5.0,195.0,163.0
909,maxent,0.0192,0.9487847441269794,2.0,24.0,76.0,0.0,0.0,1150.0,353.0
946,random,0.035481770833333336,0.9452600912698548,4.0,2.0,2.0,891.0,33.0,493.0,495.0
946,niche,0.044921875,0.9142047114964345,2.0,20.0,6.0,757.0,234.0,843.0,2428.0
946,cascade,0.0390625,0.9385492937326247,4.0,10.0,12.0,806.0,76.0,798.0,773.0
946,hierarchy,0.037109375,0.9479296497921376,1.0,7.0,5.0,935.0,59.0,511.0,542.0
946,maxent,0.03721788194444445,0.9398288558907957,2.0,65.0,31.0,0.0,0.0,1554.0,2226.0
26,random,0.06427221172022685,0.9474228474399444,4.0,7.0,5.0,21.0,2.0,14.0,23.0
26,niche,0.1075,0.8847112237633816,2.0,9.0,5.0,15.0,16.0,47.0,65.0
26,cascade,0.06427221172022685,0.9515216276922838,3.0,7.0,6.0,23.0,5.0,33.0,23.0
26,hierarchy,0.05381944444444445,0.9646473968998723,1.0,2.0,8.0,27.0,0.0,24.0,9.0
26,maxent,0.059027777777777776,0.9650869718700437,2.0,4.0,9.0,14.0,3.0,19.0,11.0
27,random,0.015474817377931565,0.97175045033599,2.0,22.0,14.0,249.0,3.0,95.0,117.0
27,niche,0.02027376033057851,0.9508266420176436,2.0,29.0,30.0,108.0,4.0,217.0,248.0
27,cascade,0.015282583621683967,0.9664146299674476,4.0,27.0,31.0,149.0,0.0,157.0,148.0
27,hierarchy,0.014145710059171597,0.9736075336272083,2.0,16.0,22.0,159.0,2.0,107.0,75.0
27,maxent,0.013349946600213599,0.8996878558679104,2.0,9.0,97.0,0.0,0.0,2807.0,95.0
28,random,0.12890625,0.9380018862435644,2.0,1.0,3.0,21.0,1.0,19.0,13.0
28,niche,0.16262975778546712,0.8904115320039607,3.0,6.0,1.0,6.0,4.0,22.0,21.0
28,cascade,0.10493827160493827,0.9182749544285781,4.0,6.0,5.0,25.0,6.0,31.0,40.0
28,hierarchy,0.12037037037037036,0.9344203662824322,1.0,1.0,2.0,53.0,3.0,36.0,23.0
28,maxent,0.11728395061728394,0.9192947036939298,2.0,4.0,5.0,30.0,7.0,37.0,34.0
947,random,0.14681440443213298,0.9282615208978728,1.0,0.0,1.0,35.0,9.0,17.0,10.0
947,niche,0.09688581314878893,0.9479173840859865,2.0,4.0,3.0,6.0,2.0,6.0,3.0
947,cascade,0.12037037037037036,0.9121365491937999,3.0,5.0,4.0,35.0,9.0,39.0,50.0
947,hierarchy,0.15789473684210525,0.9365204231301056,1.0,1.0,0.0,45.0,3.0,31.0,33.0
947,maxent,0.16066481994459833,0.9075976477748914,2.0,2.0,3.0,33.0,25.0,58.0,60.0
1262,random,0.09023668639053255,0.9435661271937404,5.0,3.0,1.0,36.0,3.0,18.0,21.0
1262,niche,0.1408,0.8763340729366643,2.0,5.0,9.0,61.0,77.0,142.0,204.0
1262,cascade,0.08579881656804733,0.9422234862594588,4.0,6.0,3.0,68.0,15.0,46.0,84.0
1262,hierarchy,0.08875739644970414,0.9556939011379684,1.0,1.0,5.0,73.0,5.0,45.0,27.0
1262,maxent,0.08875739644970414,0.9078247188470892,2.0,14.0,7.0,2.0,14.0,113.0,209.0
1261,random,0.10059171597633136,0.9648103576878045,2.0,2.0,2.0,4.0,0.0,0.0,2.0
1261,niche,0.2222222222222222,0.9365854242527769,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1261,cascade,0.10743801652892562,0.9194511200247233,4.0,4.0,4.0,5.0,2.0,5.0,8.0
1261,hierarchy,0.10650887573964497,0.9433823159311998,1.0,2.0,3.0,20.0,0.0,10.0,7.0
1261,maxent,0.10059171597633136,0.9417992629049317,2.0,7.0,3.0,5.0,2.0,14.0,20.0
1219,random,0.05619834710743802,0.9403214748525393,1.0,1.0,2.0,303.0,13.0,141.0,139.0
1219,niche,0.060267857142857144,0.9175266189796296,2.0,13.0,9.0,252.0,88.0,274.0,496.0
1219,cascade,0.05739795918367347,0.9297390122295068,4.0,8.0,8.0,297.0,41.0,321.0,366.0
1219,hierarchy,0.056760204081632654,0.9536146771601925,1.0,5.0,1.0,405.0,28.0,198.0,212.0
1219,maxent,0.05644132653061224,0.9189753720219108,3.0,32.0,0.0,63.0,28.0,58.0,323.0
1237,random,0.10814814814814815,0.9264359183146783,1.0,0.0,0.0,471.0,63.0,253.0,259.0
1237,niche,0.12444444444444444,0.883545811779042,2.0,10.0,0.0,184.0,134.0,209.0,495.0
1237,cascade,0.09185185185185185,0.9273422899359685,3.0,5.0,3.0,330.0,94.0,407.0,481.0
1237,hierarchy,0.10469135802469136,0.9303517891187771,1.0,4.0,0.0,557.0,144.0,234.0,295.0
1237,maxent,0.10469135802469136,0.9064428832588649,3.0,20.0,4.0,125.0,250.0,328.0,882.0
1218,random,0.058439061899269514,0.9434329294424655,4.0,3.0,1.0,329.0,15.0,160.0,160.0
1218,niche,0.05197579209683161,0.9326012630091567,2.0,17.0,3.0,197.0,27.0,124.0,356.0
1218,cascade,0.05838376646493414,0.9377287274267057,5.0,8.0,9.0,322.0,34.0,285.0,265.0
1218,hierarchy,0.05233179067283731,0.9498059535167976,2.0,7.0,1.0,278.0,14.0,124.0,147.0
1218,maxent,0.053399786400854396,0.9152208703717681,3.0,40.0,0.0,145.0,86.0,83.0,1395.0
1235,random,0.07012417823228634,0.943324754473488,1.0,0.0,3.0,137.0,12.0,93.0,74.0
1235,niche,0.0634765625,0.9328033430134566,2.0,8.0,11.0,59.0,8.0,66.0,66.0
1235,cascade,0.056245434623813005,0.9410334440901235,6.0,7.0,8.0,87.0,16.0,89.0,81.0
1235,hierarchy,0.0664718772826881,0.9418963944911294,1.0,3.0,4.0,178.0,5.0,108.0,94.0
1235,maxent,0.0679327976625274,0.9226756815435574,3.0,24.0,1.0,48.0,36.0,23.0,229.0
12,random,0.015930862140774677,0.9740490600826864,2.0,22.0,11.0,216.0,0.0,83.0,126.0
12,niche,0.016399793388429753,0.9643851527187726,2.0,41.0,12.0,92.0,2.0,63.0,197.0
12,cascade,0.01582673885880883,0.963579676053726,3.0,30.0,30.0,128.0,2.0,157.0,160.0
12,hierarchy,0.015,0.9704596098886998,1.0,14.0,20.0,174.0,2.0,112.0,79.0
12,maxent,0.014704440741103813,0.9221795047686927,2.0,26.0,75.0,0.0,0.0,1523.0,154.0
13,random,0.03566529492455418,0.9570497622093417,2.0,6.0,7.0,151.0,8.0,74.0,64.0
13,niche,0.0448,0.9321605086391797,2.0,15.0,9.0,169.0,14.0,136.0,258.0
13,cascade,0.03155006858710562,0.9611651897660111,3.0,12.0,15.0,94.0,12.0,83.0,107.0
13,hierarchy,0.03223593964334705,0.9713472746646898,1.0,4.0,7.0,136.0,2.0,66.0,56.0
13,maxent,0.03155006858710562,0.940978012674835,2.0,15.0,39.0,0.0,0.0,401.0,153.0
18,random,0.07015306122448979,0.9559443100844845,3.0,3.0,4.0,48.0,3.0,21.0,25.0
18,niche,0.0528,0.9443552938131333,2.0,12.0,3.0,14.0,0.0,12.0,19.0
18,cascade,0.04437869822485207,0.9613459823108487,3.0,12.0,8.0,17.0,2.0,14.0,25.0
18,hierarchy,0.04518430439952437,0.963525382594938,1.0,6.0,7.0,28.0,2.0,37.0,12.0
18,maxent,0.04518430439952437,0.9286171992888741,2.0,11.0,18.0,0.0,0.0,79.0,47.0
3259,random,0.175,0.9062834127678738,1.0,0.0,0.0,47.0,18.0,22.0,41.0
3259,niche,0.09141274238227147,0.9375979221707268,3.0,6.0,1.0,6.0,0.0,3.0,5.0
3259,cascade,0.1475,0.9152211975483415,3.0,4.0,4.0,91.0,31.0,71.0,64.0
3259,hierarchy,0.14,0.9253397913022262,1.0,1.0,0.0,62.0,12.0,34.0,36.0
3259,maxent,0.15,0.9248755631371589,2.0,3.0,6.0,42.0,29.0,100.0,71.0
908,random,0.03985722784057109,0.9648743351343902,3.0,8.0,6.0,89.0,3.0,35.0,45.0
908,niche,0.062040816326530614,0.9195292687604799,2.0,12.0,13.0,47.0,9.0,125.0,193.0
908,cascade,0.034375,0.9598464891166926,4.0,13.0,13.0,31.0,2.0,45.0,47.0
908,hierarchy,0.03571428571428571,0.9675226498673349,1.0,4.0,9.0,76.0,1.0,44.0,24.0
908,maxent,0.03407247160627366,0.9289274861538506,2.0,17.0,26.0,0.0,0.0,188.0,101.0
23,random,0.06640625,0.9651670557346219,2.0,4.0,5.0,9.0,0.0,10.0,6.0
23,niche,0.08,0.9486302672039822,2.0,8.0,2.0,12.0,1.0,5.0,23.0
23,cascade,0.08033240997229917,0.9416248868018463,3.0,5.0,7.0,20.0,4.0,26.0,19.0
23,hierarchy,0.05817174515235457,0.9740663880604905,2.0,3.0,7.0,13.0,0.0,12.0,6.0
23,maxent,0.055401662049861494,0.9303675434283142,2.0,8.0,11.0,0.0,0.0,31.0,15.0
909,random,0.021267361111111112,0.9643191859030742,3.0,7.0,10.0,357.0,6.0,174.0,159.0
909,niche,0.024567901234567903,0.9409599637611513,2.0,30.0,17.0,201.0,12.0,285.0,407.0
909,cascade,0.020616409829237816,0.9579628342066051,5.0,29.0,21.0,264.0,13.0,216.0,263.0
909,hierarchy,0.01979389858177737,0.9648914652862927,1.0,12.0,15.0,322.0,3.0,178.0,154.0
909,maxent,0.0192,0.9471228182369267,2.0,24.0,76.0,0.0,0.0,1150.0,353.0
946,random,0.03634982638888889,0.9467035315760348,4.0,3.0,2.0,867.0,31.0,424.0,431.0
946,niche,0.03822714681440443,0.9222309748614534,2.0,20.0,22.0,623.0,45.0,656.0,961.0
946,cascade,0.04014756944444445,0.9367478682575904,6.0,11.0,16.0,865.0,70.0,888.0,800.0
946,hierarchy,0.037760416666666664,0.9565200374072917,1.0,7.0,0.0,766.0,42.0,366.0,410.0
946,maxent,0.03721788194444445,0.9423300400561199,2.0,65.0,31.0,0.0,0.0,1554.0,2226.0
26,random,0.06049149338374291,0.9646714806504346,2.0,4.0,6.0,31.0,3.0,12.0,12.0
26,niche,0.09342560553633218,0.9105888711974695,2.0,8.0,4.0,1.0,3.0,14.0,22.0
26,cascade,0.054820415879017016,0.9512220673086162,4.0,7.0,7.0,23.0,1.0,17.0,18.0
26,hierarchy,0.05555555555555555,0.9695527864236272,1.0,4.0,5.0,17.0,1.0,14.0,7.0
26,maxent,0.059027777777777776,0.960192710257122,2.0,4.0,9.0,21.0,1.0,26.0,14.0
27,random,0.013936947327950788,0.9725103989030068,4.0,26.0,22.0,149.0,4.0,83.0,101.0
27,niche,0.0178359096313912,0.9520912847808948,2.0,37.0,18.0,99.0,2.0,103.0,217.0
27,cascade,0.013936947327950788,0.97258545558298,5.0,34.0,27.0,135.0,3.0,101.0,134.0
27,hierarchy,0.013406065088757397,0.9776139472739959,1.0,21.0,20.0,158.0,7.0,74.0,69.0
27,maxent,0.013349946600213599,0.9017536130331983,2.0,9.0,97.0,0.0,0.0,2807.0,95.0
28,random,0.14878892733564014,0.9257825439227416,3.0,2.0,0.0,55.0,5.0,26.0,33.0
28,niche,0.11728395061728394,0.8872720324671504,3.0,9.0,1.0,5.0,8.0,28.0,35.0
28,cascade,0.13671875,0.9149603325938943,3.0,4.0,4.0,24.0,10.0,39.0,42.0
28,hierarchy,0.11728395061728394,0.9370378967919211,1.0,4.0,1.0,32.0,4.0,13.0,20.0
28,maxent,0.11728395061728394,0.92495113362592,2.0,4.0,5.0,16.0,8.0,23.0,19.0
947,random,0.15789473684210525,0.9142527180118826,2.0,1.0,0.0,38.0,9.0,24.0,21.0
947,niche,0.15123456790123457,0.8818812868342214,3.0,7.0,0.0,6.0,4.0,9.0,29.0
947,cascade,0.15789473684210525,0.9097425807001549,2.0,3.0,4.0,68.0,37.0,71.0,81.0
947,hierarchy,0.1440443213296399,0.9317750754637417,1.0,2.0,0.0,17.0,3.0,8.0,8.0
947,maxent,0.16066481994459833,0.8919790153168101,2.0,2.0,3.0,24.0,24.0,63.0,74.0
1262,random,0.06656804733727811,0.9562555397737867,3.0,5.0,4.0,36.0,2.0,21.0,12.0
1262,niche,0.09375,0.9199650648907212,3.0,10.0,0.0,46.0,13.0,33.0,42.0
1262,cascade,0.08854166666666667,0.9291340413340512,4.0,6.0,4.0,43.0,9.0,75.0,58.0
1262,hierarchy,0.08431952662721894,0.9471156661014164,1.0,1.0,2.0,63.0,5.0,39.0,27.0
1262,maxent,0.08875739644970414,0.9003403655255313,2.0,14.0,7.0,4.0,12.0,115.0,211.0
1261,random,0.1111111111111111,0.9431621867388837,2.0,3.0,2.0,6.0,0.0,1.0,3.0
1261,niche,0.13609467455621302,0.9300084009458793,2.0,5.0,1.0,9.0,3.0,5.0,6.0
1261,cascade,0.09722222222222222,0.9491177651022252,3.0,4.0,3.0,10.0,0.0,8.0,7.0
1261,hierarchy,0.09467455621301775,0.9489745411786529,2.0,3.0,3.0,13.0,1.0,8.0,5.0
1261,maxent,0.10059171597633136,0.9416174770720138,2.0,7.0,3.0,1.0,1.0,12.0,18.0
1219,random,0.05580357142857143,0.9405085645078056,3.0,2.0,4.0,343.0,33.0,183.0,162.0
1219,niche,0.053994082840236685,0.9242880234414688,2.0,11.0,12.0,185.0,20.0,342.0,326.0
1219,cascade,0.05835459183673469,0.9317262811920611,4.0,10.0,8.0,346.0,44.0,340.0,367.0
1219,hierarchy,0.05548469387755102,0.9495293309485121,1.0,8.0,0.0,393.0,37.0,174.0,212.0
1219,maxent,0.05644132653061224,0.9124139617062322,3.0,32.0,0.0,153.0,75.0,96.0,699.0
1237,random,0.1037037037037037,0.9320136883219422,3.0,1.0,0.0,353.0,42.0,190.0,190.0
1237,niche,0.10847107438016529,0.8901987693427987,3.0,10.0,0.0,273.0,86.0,211.0,350.0
1237,cascade,0.10518518518518519,0.914515918786842,3.0,3.0,7.0,493.0,129.0,535.0,554.0
1237,hierarchy,0.10419753086419753,0.9335721233610365,1.0,3.0,1.0,544.0,99.0,260.0,324.0
1237,maxent,0.10469135802469136,0.9100723183144291,4.0,20.0,4.0,154.0,241.0,303.0,765.0
1218,random,0.04983980064079744,0.9551806166283913,1.0,2.0,4.0,263.0,11.0,141.0,125.0
1218,niche,0.0668,0.9033744242147761,2.0,14.0,8.0,150.0,49.0,226.0,430.0
1218,cascade,0.05731577073691705,0.9346109347410908,4.0,8.0,9.0,299.0,46.0,271.0,250.0
1218,hierarchy,0.051619793520825914,0.9519298655671903,2.0,6.0,3.0,246.0,6.0,123.0,129.0
1218,maxent,0.053399786400854396,0.9155723355497741,3.0,40.0,0.0,45.0,26.0,42.0,752.0
1235,random,0.0664718772826881,0.9368556746351114,3.0,2.0,3.0,81.0,3.0,47.0,46.0
1235,niche,0.0634765625,0.953928016625547,2.0,6.0,7.0,77.0,9.0,55.0,53.0
1235,cascade,0.0620891161431702,0.9298698801893944,4.0,7.0,9.0,112.0,16.0,111.0,93.0
1235,hierarchy,0.0664718772826881,0.9445411995438523,1.0,5.0,2.0,176.0,4.0,92.0,80.0
1235,maxent,0.0679327976625274,0.9174782003601787,3.0,24.0,1.0,42.0,26.0,30.0,272.0
12,random,0.01833408782254414,0.96620865654412,2.0,17.0,18.0,247.0,4.0,123.0,130.0
12,niche,0.018144868631151112,0.9474273503138856,2.0,38.0,28.0,47.0,6.0,146.0,173.0
12,cascade,0.015052059755545496,0.9692742719824473,2.0,25.0,26.0,139.0,3.0,92.0,108.0
12,hierarchy,0.014704440741103813,0.9739210957002906,2.0,12.0,24.0,181.0,2.0,106.0,65.0
12,maxent,0.014704440741103813,0.9284398193062968,2.0,26.0,75.0,0.0,0.0,1523.0,154.0
13,random,0.041789940828402365,0.9596147279085028,1.0,6.0,3.0,120.0,5.0,70.0,70.0
13,niche,0.0352438590245639,0.949300630698091,2.0,23.0,5.0,75.0,4.0,77.0,191.0
13,cascade,0.02741189035243859,0.9632215898250682,4.0,17.0,13.0,72.0,4.0,51.0,55.0
13,hierarchy,0.031207133058984912,0.9620293133444262,2.0,9.0,14.0,114.0,2.0,88.0,54.0
13,maxent,0.03155006858710562,0.9360406237677832,2.0,15.0,39.0,0.0,0.0,401.0,153.0
18,random,0.06656804733727811,0.9573606806195916,3.0,3.0,3.0,66.0,3.0,33.0,28.0
18,niche,0.06721536351165981,0.9101473985482679,2.0,11.0,9.0,32.0,0.0,40.0,68.0
18,cascade,0.0535077288941736,0.9425925892186229,4.0,8.0,10.0,28.0,5.0,48.0,30.0
18,hierarchy,0.04846938775510204,0.9713511937527523,1.0,3.0,7.0,28.0,2.0,24.0,10.0
18,maxent,0.04518430439952437,0.9281359291354561,2.0,11.0,18.0,0.0,0.0,79.0,47.0
3259,random,0.1375,0.93071741077103,1.0,0.0,0.0,31.0,3.0,17.0,18.0
3259,niche,0.1875,0.8700554642546845,2.0,5.0,0.0,7.0,11.0,13.0,36.0
3259,cascade,0.1375,0.9026485012038037,3.0,4.0,3.0,75.0,25.0,63.0,71.0
3259,hierarchy,0.1575,0.9334327839989529,1.0,1.0,0.0,37.0,7.0,20.0,18.0
3259,maxent,0.15,0.9111693814200913,2.0,3.0,6.0,41.0,30.0,109.0,82.0
908,random,0.035625,0.9604182763233061,3.0,11.0,8.0,53.0,0.0,34.0,29.0
908,niche,0.03579254930606282,0.9474533945658616,2.0,18.0,12.0,34.0,6.0,30.0,69.0
908,cascade,0.040249433106575964,0.9455266554429277,4.0,11.0,14.0,52.0,1.0,88.0,77.0
908,hierarchy,0.03136830719307734,0.9742795830857253,1.0,7.0,11.0,66.0,0.0,33.0,29.0
908,maxent,0.03407247160627366,0.9222141369546117,2.0,17.0,26.0,0.0,0.0,188.0,101.0
23,random,0.0657439446366782,0.9660400469700712,2.0,4.0,4.0,10.0,1.0,5.0,5.0
23,niche,0.06481481481481481,0.9738578274239404,2.0,9.0,4.0,13.0,2.0,7.0,18.0
23,cascade,0.07202216066481995,0.9480277099357186,3.0,5.0,5.0,22.0,1.0,14.0,13.0
23,hierarchy,0.060941828254847646,0.9630902347799564,1.0,4.0,7.0,17.0,1.0,12.0,6.0
23,maxent,0.055401662049861494,0.924316562881037,2.0,8.0,11.0,0.0,0.0,31.0,15.0
909,random,0.019054560599750105,0.9671869647381294,2.0,14.0,12.0,291.0,3.0,154.0,148.0
909,niche,0.024885464389837568,0.9431172504030055,2.0,35.0,6.0,350.0,25.0,211.0,609.0
909,cascade,0.020304039983340273,0.9529304135436237,5.0,22.0,24.0,217.0,12.0,249.0,250.0
909,hierarchy,0.02009579341940858,0.9661541619845769,1.0,8.0,12.0,290.0,1.0,204.0,130.0
909,maxent,0.0192,0.9487041296174237,2.0,24.0,76.0,0.0,0.0,1150.0,353.0
946,random,0.039713541666666664,0.9437032109337404,3.0,3.0,3.0,1094.0,42.0,557.0,531.0
946,niche,0.03711652569120061,0.9199713082385903,2.0,20.0,21.0,325.0,40.0,434.0,876.0
946,cascade,0.03830295138888889,0.9408853237941226,5.0,12.0,11.0,826.0,63.0,809.0,720.0
946,hierarchy,0.036566840277777776,0.9501452225651696,1.0,6.0,3.0,1008.0,18.0,529.0,556.0
946,maxent,0.03721788194444445,0.9433236727412757,2.0,65.0,31.0,0.0,0.0,1554.0,2226.0
26,random,0.07465277777777778,0.951143342926257,1.0,2.0,3.0,40.0,1.0,15.0,15.0
26,niche,0.08128544423440454,0.9073372968592711,2.0,11.0,4.0,48.0,0.0,38.0,84.0
26,cascade,0.04914933837429111,0.9586926294683681,3.0,6.0,9.0,15.0,1.0,19.0,12.0
26,hierarchy,0.06427221172022685,0.9633934710004519,1.0,3.0,7.0,32.0,1.0,24.0,13.0
26,maxent,0.059027777777777776,0.9630698779924671,2.0,4.0,9.0,19.0,3.0,23.0,13.0
27,random,0.016212649637100576,0.9723524496757149,4.0,15.0,16.0,214.0,4.0,108.0,104.0
27,niche,0.018875624936230996,0.9467644477679419,2.0,48.0,24.0,92.0,20.0,223.0,608.0
27,cascade,0.014138938637006316,0.9694723741598867,5.0,30.0,32.0,125.0,0.0,138.0,124.0
27,hierarchy,0.0137,0.9795667041146198,2.0,17.0,33.0,144.0,0.0,128.0,54.0
27,maxent,0.013349946600213599,0.9001584836200345,2.0,9.0,97.0,0.0,0.0,2807.0,95.0
28,random,0.1419753086419753,0.941544683335364,1.0,0.0,0.0,44.0,8.0,14.0,20.0
28,niche,0.16666666666666666,0.8888183178831949,2.0,5.0,1.0,27.0,15.0,15.0,54.0
28,cascade,0.12654320987654322,0.9171999843248818,3.0,4.0,4.0,42.0,18.0,39.0,43.0
28,hierarchy,0.11419753086419752,0.9329416028277394,1.0,2.0,3.0,15.0,4.0,9.0,6.0
28,maxent,0.11728395061728394,0.9157592445490719,3.0,4.0,5.0,20.0,5.0,32.0,33.0
947,random,0.16066481994459833,0.915552622810309,2.0,1.0,0.0,52.0,12.0,27.0,31.0
947,niche,0.24382716049382716,0.8519626679647849,2.0,4.0,1.0,17.0,9.0,8.0,32.0
947,cascade,0.15512465373961218,0.9065365200433387,3.0,2.0,3.0,73.0,39.0,62.0,59.0
947,hierarchy,0.16066481994459833,0.9193104074508032,1.0,1.0,0.0,99.0,17.0,63.0,47.0
947,maxent,0.16066481994459833,0.9155290998471263,2.0,2.0,3.0,36.0,32.0,67.0,64.0
1262,random,0.09467455621301775,0.9370440487313463,3.0,3.0,2.0,58.0,5.0,23.0,27.0
1262,niche,0.0768,0.9352075058596451,2.0,8.0,7.0,38.0,2.0,31.0,42.0
1262,cascade,0.08727810650887574,0.9354738609830947,4.0,6.0,5.0,90.0,17.0,53.0,72.0
1262,hierarchy,0.08727810650887574,0.9484598852241664,1.0,3.0,1.0,76.0,13.0,31.0,34.0
1262,maxent,0.08875739644970414,0.9060492524160981,3.0,14.0,7.0,4.0,12.0,115.0,211.0
1261,random,0.11570247933884298,0.967044251324287,1.0,0.0,2.0,4.0,0.0,3.0,1.0
1261,niche,0.09027777777777778,0.940971533664741,2.0,7.0,2.0,6.0,0.0,3.0,16.0
1261,cascade,0.13,0.9189373510010216,3.0,3.0,3.0,9.0,1.0,8.0,7.0
1261,hierarchy,0.10059171597633136,0.9500477504798873,1.0,1.0,4.0,17.0,1.0,14.0,4.0
1261,maxent,0.10059171597633136,0.9540661260043015,2.0,7.0,3.0,0.0,4.0,8.0,15.0
1219,random,0.05739795918367347,0.9426886595635551,4.0,1.0,1.0,276.0,16.0,147.0,136.0
1219,niche,0.06115702479338843,0.9180304119743989,1.0,12.0,1.0,210.0,33.0,183.0,289.0
1219,cascade,0.058673469387755105,0.9335075575045391,4.0,9.0,10.0,360.0,54.0,362.0,347.0
1219,hierarchy,0.05580357142857143,0.9495484857208697,1.0,8.0,1.0,511.0,29.0,228.0,274.0
1219,maxent,0.05644132653061224,0.9140845636722659,3.0,32.0,0.0,70.0,35.0,78.0,396.0
1237,random,0.10716049382716049,0.936815345337393,1.0,0.0,0.0,363.0,53.0,188.0,185.0
1237,niche,0.10617283950617284,0.8681909199545441,2.0,12.0,10.0,343.0,128.0,573.0,968.0
1237,cascade,0.11259259259259259,0.9160440352693402,3.0,6.0,3.0,579.0,176.0,519.0,654.0
1237,hierarchy,0.10469135802469136,0.9249587835735769,2.0,5.0,0.0,324.0,69.0,176.0,203.0
1237,maxent,0.10469135802469136,0.9029742949004441,3.0,20.0,4.0,37.0,94.0,219.0,439.0
1218,random,0.04805980776076896,0.9487904127421742,2.0,5.0,4.0,249.0,12.0,105.0,124.0
1218,niche,0.0622997508009968,0.9121109034504736,2.0,18.0,9.0,276.0,61.0,346.0,652.0
1218,cascade,0.05019579921680313,0.9426062983156133,6.0,12.0,9.0,213.0,14.0,219.0,247.0
1218,hierarchy,0.05268778924884301,0.955177564184331,1.0,6.0,0.0,333.0,16.0,169.0,179.0
1218,maxent,0.053399786400854396,0.9170357252412523,2.0,40.0,0.0,88.0,31.0,32.0,846.0
1235,random,0.07021604938271606,0.9480883839150516,3.0,2.0,3.0,119.0,12.0,67.0,48.0
1235,niche,0.0679327976625274,0.9266947796939871,2.0,12.0,1.0,78.0,4.0,46.0,103.0
1235,cascade,0.06866325785244703,0.9329081685780499,4.0,6.0,9.0,107.0,22.0,154.0,131.0
